Frequency - Filtered (PSD),Amplitude - Filtered (PSD),Frequency - Filtered (PSD),Amplitude - Filtered (PSD)
0,6.02E-22,0,6.05E-22
0.1,1.20E-21,0.1,1.21E-21
0.2,1.20E-21,0.2,1.21E-21
0.3,1.21E-21,0.3,1.21E-21
0.4,1.21E-21,0.4,1.21E-21
0.5,1.21E-21,0.5,1.21E-21
0.6,1.21E-21,0.6,1.21E-21
0.7,1.21E-21,0.7,1.21E-21
0.8,1.21E-21,0.8,1.21E-21
0.9,1.21E-21,0.9,1.21E-21
1,1.21E-21,1,1.21E-21
1.1,1.21E-21,1.1,1.21E-21
1.2,1.21E-21,1.2,1.21E-21
1.3,1.21E-21,1.3,1.22E-21
1.4,1.21E-21,1.4,1.22E-21
1.5,1.21E-21,1.5,1.22E-21
1.6,1.21E-21,1.6,1.22E-21
1.7,1.21E-21,1.7,1.22E-21
1.8,1.22E-21,1.8,1.22E-21
1.9,1.22E-21,1.9,1.22E-21
2,1.22E-21,2,1.22E-21
2.1,1.22E-21,2.1,1.23E-21
2.2,1.22E-21,2.2,1.23E-21
2.3,1.22E-21,2.3,1.23E-21
2.4,1.22E-21,2.4,1.23E-21
2.5,1.23E-21,2.5,1.23E-21
2.6,1.23E-21,2.6,1.23E-21
2.7,1.23E-21,2.7,1.24E-21
2.8,1.23E-21,2.8,1.24E-21
2.9,1.23E-21,2.9,1.24E-21
3,1.24E-21,3,1.24E-21
3.1,1.24E-21,3.1,1.24E-21
3.2,1.24E-21,3.2,1.25E-21
3.3,1.24E-21,3.3,1.25E-21
3.4,1.25E-21,3.4,1.25E-21
3.5,1.25E-21,3.5,1.25E-21
3.6,1.25E-21,3.6,1.26E-21
3.7,1.25E-21,3.7,1.26E-21
3.8,1.26E-21,3.8,1.26E-21
3.9,1.26E-21,3.9,1.26E-21
4,1.26E-21,4,1.27E-21
4.1,1.26E-21,4.1,1.27E-21
4.2,1.27E-21,4.2,1.27E-21
4.3,1.27E-21,4.3,1.28E-21
4.4,1.27E-21,4.4,1.28E-21
4.5,1.28E-21,4.5,1.28E-21
4.6,1.28E-21,4.6,1.28E-21
4.7,1.28E-21,4.7,1.29E-21
4.8,1.29E-21,4.8,1.29E-21
4.9,1.29E-21,4.9,1.30E-21
5,1.29E-21,5,1.30E-21
5.1,1.30E-21,5.1,1.30E-21
5.2,1.30E-21,5.2,1.31E-21
5.3,1.30E-21,5.3,1.31E-21
5.4,1.31E-21,5.4,1.31E-21
5.5,1.31E-21,5.5,1.32E-21
5.6,1.32E-21,5.6,1.32E-21
5.7,1.32E-21,5.7,1.33E-21
5.8,1.32E-21,5.8,1.33E-21
5.9,1.33E-21,5.9,1.33E-21
6,1.33E-21,6,1.34E-21
6.1,1.34E-21,6.1,1.34E-21
6.2,1.34E-21,6.2,1.35E-21
6.3,1.35E-21,6.3,1.35E-21
6.4,1.35E-21,6.4,1.36E-21
6.5,1.36E-21,6.5,1.36E-21
6.6,1.36E-21,6.6,1.37E-21
6.7,1.37E-21,6.7,1.37E-21
6.8,1.37E-21,6.8,1.38E-21
6.9,1.38E-21,6.9,1.38E-21
7,1.38E-21,7,1.39E-21
7.1,1.39E-21,7.1,1.39E-21
7.2,1.39E-21,7.2,1.40E-21
7.3,1.40E-21,7.3,1.40E-21
7.4,1.40E-21,7.4,1.41E-21
7.5,1.41E-21,7.5,1.42E-21
7.6,1.42E-21,7.6,1.42E-21
7.7,1.42E-21,7.7,1.43E-21
7.8,1.43E-21,7.8,1.43E-21
7.9,1.43E-21,7.9,1.44E-21
8,1.44E-21,8,1.45E-21
8.1,1.45E-21,8.1,1.45E-21
8.2,1.45E-21,8.2,1.46E-21
8.3,1.46E-21,8.3,1.46E-21
8.4,1.47E-21,8.4,1.47E-21
8.5,1.47E-21,8.5,1.48E-21
8.6,1.48E-21,8.6,1.48E-21
8.7,1.49E-21,8.7,1.49E-21
8.8,1.49E-21,8.8,1.50E-21
8.9,1.50E-21,8.9,1.51E-21
9,1.51E-21,9,1.51E-21
9.1,1.51E-21,9.1,1.52E-21
9.2,1.52E-21,9.2,1.53E-21
