Frequency - Filtered (PSD),Amplitude - Filtered (PSD),Frequency - Filtered (PSD),Amplitude - Filtered (PSD)
33.9,2.45E-20,33.9,2.46E-20
34,1.05E-20,34,1.04E-20
34.1,5.23E-21,34.1,5.24E-21
34.2,4.55E-21,34.2,4.54E-21
34.3,2.24E-20,34.3,2.24E-20
34.4,1.03E-20,34.4,1.03E-20
34.5,4.12E-21,34.5,4.13E-21
34.6,1.46E-20,34.6,1.46E-20
34.7,1.55E-21,34.7,1.56E-21
34.8,1.45E-20,34.8,1.45E-20
34.9,2.94E-20,34.9,2.94E-20
35,2.97E-20,35,2.97E-20
35.1,1.24E-20,35.1,1.24E-20
35.2,7.54E-21,35.2,7.54E-21
35.3,2.38E-20,35.3,2.38E-20
35.4,3.85E-20,35.4,3.84E-20
35.5,1.68E-20,35.5,1.68E-20
35.6,1.66E-20,35.6,1.66E-20
35.7,1.45E-21,35.7,1.46E-21
35.8,1.47E-20,35.8,1.47E-20
35.9,2.91E-20,35.9,2.91E-20
36,2.91E-20,36,2.91E-20
36.1,4.58E-20,36.1,4.57E-20
36.2,3.62E-20,36.2,3.62E-20
36.3,1.10E-19,36.3,1.10E-19
36.4,2.64E-19,36.4,2.64E-19
36.5,1.16E-19,36.5,1.16E-19
36.6,6.49E-21,36.6,6.48E-21
36.7,1.13E-19,36.7,1.13E-19
36.8,5.97E-19,36.8,5.97E-19
36.9,6.48E-19,36.9,6.48E-19
37,1.39E-19,37,1.39E-19
37.1,1.25E-19,37.1,1.25E-19
37.2,6.38E-22,37.2,6.44E-22
37.3,9.42E-20,37.3,9.42E-20
37.4,7.00E-19,37.4,7.00E-19
37.5,1.08E-18,37.5,1.08E-18
37.6,8.76E-19,37.6,8.76E-19
37.7,1.31E-18,37.7,1.31E-18
37.8,8.28E-19,37.8,8.28E-19
37.9,6.37E-20,37.9,6.37E-20
38,2.52E-19,38,2.51E-19
38.1,4.29E-19,38.1,4.29E-19
38.2,9.49E-19,38.2,9.48E-19
38.3,1.30E-18,38.3,1.30E-18
38.4,3.04E-19,38.4,3.04E-19
38.5,7.92E-19,38.5,7.92E-19
38.6,4.24E-19,38.6,4.24E-19
38.7,6.34E-19,38.7,6.33E-19
38.8,4.33E-19,38.8,4.33E-19
38.9,1.83E-18,38.9,1.83E-18
39,2.63E-18,39,2.63E-18
39.1,6.92E-20,39.1,6.90E-20
39.2,7.02E-19,39.2,6.98E-19
39.3,6.89E-21,39.3,6.83E-21
39.4,9.95E-19,39.4,9.95E-19
39.5,8.12E-18,39.5,8.12E-18
39.6,1.21E-17,39.6,1.21E-17
39.7,3.92E-18,39.7,3.92E-18
39.8,3.30E-18,39.8,3.30E-18
39.9,7.69E-18,39.9,7.69E-18
40,6.87E-18,40,6.88E-18
40.1,1.44E-17,40.1,1.44E-17
40.2,2.50E-17,40.2,2.50E-17
40.3,2.51E-17,40.3,2.51E-17
40.4,1.51E-17,40.4,1.51E-17
40.5,1.18E-17,40.5,1.18E-17
40.6,1.97E-18,40.6,1.97E-18
40.7,1.01E-17,40.7,1.01E-17
40.8,1.40E-17,40.8,1.40E-17
40.9,3.96E-18,40.9,3.96E-18
41,3.78E-17,41,3.78E-17
41.1,3.79E-17,41.1,3.79E-17
41.2,9.81E-18,41.2,9.81E-18
41.3,8.98E-18,41.3,8.98E-18
41.4,1.91E-18,41.4,1.92E-18
41.5,1.47E-18,41.5,1.47E-18
41.6,1.20E-17,41.6,1.20E-17
41.7,7.47E-17,41.7,7.47E-17
41.8,2.39E-16,41.8,2.39E-16
41.9,3.71E-16,41.9,3.72E-16
42,8.63E-17,42,8.63E-17
42.1,2.68E-17,42.1,2.68E-17
42.2,2.02E-17,42.2,2.02E-17
42.3,2.23E-17,42.3,2.23E-17
42.4,2.26E-16,42.4,2.26E-16
42.5,1.09E-16,42.5,1.09E-16
42.6,1.62E-16,42.6,1.62E-16
42.7,1.07E-16,42.7,1.07E-16
42.8,1.74E-16,42.8,1.74E-16
42.9,4.19E-16,42.9,4.19E-16
43,1.95E-16,43,1.95E-16
43.1,8.12E-17,43.1,8.12E-17
43.2,3.55E-16,43.2,3.55E-16
43.3,5.35E-16,43.3,5.35E-16
43.4,5.53E-16,43.4,5.53E-16
43.5,5.54E-16,43.5,5.55E-16
43.6,3.32E-16,43.6,3.32E-16
43.7,3.61E-16,43.7,3.62E-16
43.8,1.33E-15,43.8,1.33E-15
43.9,8.18E-16,43.9,8.18E-16
44,4.47E-16,44,4.47E-16
44.1,3.94E-16,44.1,3.94E-16
44.2,8.69E-16,44.2,8.69E-16
44.3,5.52E-16,44.3,5.52E-16
44.4,2.60E-16,44.4,2.60E-16
44.5,3.77E-16,44.5,3.77E-16
44.6,3.64E-16,44.6,3.64E-16
44.7,9.60E-16,44.7,9.60E-16
44.8,4.72E-16,44.8,4.72E-16
44.9,6.07E-16,44.9,6.07E-16
45,1.46E-15,45,1.46E-15
45.1,2.33E-15,45.1,2.33E-15
45.2,1.58E-15,45.2,1.58E-15
45.3,6.44E-16,45.3,6.43E-16
45.4,1.11E-15,45.4,1.11E-15
45.5,1.21E-15,45.5,1.21E-15
45.6,4.19E-16,45.6,4.20E-16
45.7,5.23E-16,45.7,5.23E-16
45.8,3.94E-16,45.8,3.94E-16
45.9,1.99E-16,45.9,1.99E-16
46,3.90E-16,46,3.90E-16
46.1,1.62E-15,46.1,1.62E-15
46.2,6.36E-16,46.2,6.36E-16
46.3,8.11E-16,46.3,8.12E-16
46.4,1.18E-15,46.4,1.18E-15
46.5,3.32E-15,46.5,3.32E-15
46.6,3.73E-15,46.6,3.73E-15
46.7,6.71E-15,46.7,6.71E-15
46.8,3.13E-15,46.8,3.13E-15
46.9,5.03E-15,46.9,5.03E-15
47,8.94E-15,47,8.94E-15
47.1,4.46E-15,47.1,4.47E-15
47.2,4.73E-15,47.2,4.74E-15
47.3,9.51E-16,47.3,9.52E-16
47.4,1.87E-15,47.4,1.87E-15
47.5,1.14E-15,47.5,1.14E-15
47.6,5.34E-16,47.6,5.34E-16
47.7,9.46E-16,47.7,9.46E-16
47.8,2.28E-15,47.8,2.29E-15
47.9,2.27E-15,47.9,2.27E-15
48,1.75E-15,48,1.75E-15
48.1,1.38E-15,48.1,1.38E-15
48.2,1.58E-15,48.2,1.58E-15
48.3,1.00E-15,48.3,1.00E-15
48.4,6.17E-17,48.4,6.17E-17
48.5,7.95E-17,48.5,7.95E-17
48.6,2.92E-17,48.6,2.92E-17
48.7,3.28E-18,48.7,3.29E-18
48.8,1.40E-17,48.8,1.40E-17
48.9,2.95E-17,48.9,2.95E-17
49,2.75E-17,49,2.75E-17
49.1,7.15E-18,49.1,7.15E-18
49.2,5.23E-20,49.2,5.22E-20
49.3,5.29E-19,49.3,5.29E-19
49.4,1.09E-19,49.4,1.09E-19
49.5,7.84E-20,49.5,7.86E-20
49.6,1.95E-19,49.6,1.95E-19
49.7,1.21E-19,49.7,1.21E-19
49.8,5.09E-19,49.8,5.08E-19
49.9,5.41E-19,49.9,5.42E-19
50,1.64E-20,50,1.63E-20
50.1,5.92E-21,50.1,5.92E-21
50.2,6.05E-21,50.2,6.06E-21
50.3,6.33E-21,50.3,6.34E-21
50.4,6.43E-21,50.4,6.44E-21
50.5,6.49E-21,50.5,6.50E-21
50.6,6.22E-21,50.6,6.23E-21
50.7,7.46E-21,50.7,7.47E-21
50.8,6.82E-21,50.8,6.83E-21
50.9,2.35E-21,50.9,2.33E-21
51,3.02E-20,51,3.02E-20
51.1,1.42E-20,51.1,1.41E-20
51.2,1.77E-20,51.2,1.76E-20
51.3,2.10E-18,51.3,2.10E-18
51.4,8.65E-18,51.4,8.65E-18
51.5,9.24E-18,51.5,9.24E-18
51.6,6.77E-17,51.6,6.77E-17
51.7,6.36E-17,51.7,6.36E-17
51.8,2.67E-17,51.8,2.66E-17
51.9,2.94E-16,51.9,2.94E-16
52,6.74E-16,52,6.74E-16
52.1,5.98E-16,52.1,5.98E-16
52.2,2.93E-16,52.2,2.93E-16
52.3,4.20E-15,52.3,4.20E-15
52.4,1.41E-14,52.4,1.41E-14
52.5,1.54E-14,52.5,1.54E-14
52.6,1.66E-14,52.6,1.66E-14
52.7,1.10E-14,52.7,1.10E-14
52.8,4.02E-15,52.8,4.02E-15
52.9,2.19E-14,52.9,2.20E-14
53,4.61E-14,53,4.61E-14
53.1,5.42E-14,53.1,5.42E-14
53.2,5.49E-14,53.2,5.50E-14
53.3,5.19E-13,53.3,5.19E-13
53.4,6.37E-13,53.4,6.36E-13
53.5,1.14E-12,53.5,1.14E-12
53.6,3.80E-13,53.6,3.79E-13
53.7,1.77E-13,53.7,1.77E-13
53.8,2.16E-13,53.8,2.16E-13
53.9,5.53E-15,53.9,5.50E-15
54,8.44E-13,54,8.44E-13
54.1,5.94E-13,54.1,5.94E-13
54.2,4.40E-12,54.2,4.40E-12
54.3,1.09E-11,54.3,1.09E-11
54.4,8.59E-12,54.4,8.59E-12
54.5,4.48E-12,54.5,4.48E-12
54.6,9.01E-12,54.6,9.01E-12
54.7,8.84E-12,54.7,8.84E-12
54.8,6.93E-12,54.8,6.93E-12
54.9,7.37E-12,54.9,7.38E-12
55,2.14E-12,55,2.14E-12
55.1,3.24E-12,55.1,3.24E-12
55.2,5.44E-12,55.2,5.44E-12
55.3,5.91E-12,55.3,5.91E-12
