Frequency - Filtered (PSD),Amplitude - Filtered (PSD),Frequency - Filtered (PSD),Amplitude - Filtered (PSD)
0,6.44E-21,0,6.44E-21
0.1,1.29E-20,0.1,1.29E-20
0.2,1.29E-20,0.2,1.29E-20
0.3,1.29E-20,0.3,1.29E-20
0.4,1.29E-20,0.4,1.29E-20
0.5,1.29E-20,0.5,1.29E-20
0.6,1.29E-20,0.6,1.29E-20
0.7,1.29E-20,0.7,1.29E-20
0.8,1.29E-20,0.8,1.29E-20
0.9,1.29E-20,0.9,1.29E-20
1,1.29E-20,1,1.29E-20
1.1,1.29E-20,1.1,1.29E-20
1.2,1.29E-20,1.2,1.29E-20
1.3,1.29E-20,1.3,1.29E-20
1.4,1.29E-20,1.4,1.29E-20
1.5,1.29E-20,1.5,1.29E-20
1.6,1.29E-20,1.6,1.29E-20
1.7,1.29E-20,1.7,1.29E-20
1.8,1.30E-20,1.8,1.30E-20
1.9,1.30E-20,1.9,1.30E-20
2,1.30E-20,2,1.30E-20
2.1,1.30E-20,2.1,1.30E-20
2.2,1.30E-20,2.2,1.30E-20
2.3,1.30E-20,2.3,1.30E-20
2.4,1.30E-20,2.4,1.30E-20
2.5,1.30E-20,2.5,1.30E-20
2.6,1.30E-20,2.6,1.30E-20
2.7,1.30E-20,2.7,1.30E-20
2.8,1.31E-20,2.8,1.31E-20
2.9,1.31E-20,2.9,1.31E-20
3,1.31E-20,3,1.31E-20
3.1,1.31E-20,3.1,1.31E-20
3.2,1.31E-20,3.2,1.31E-20
3.3,1.31E-20,3.3,1.31E-20
3.4,1.31E-20,3.4,1.31E-20
3.5,1.31E-20,3.5,1.31E-20
3.6,1.32E-20,3.6,1.32E-20
3.7,1.32E-20,3.7,1.32E-20
3.8,1.32E-20,3.8,1.32E-20
3.9,1.32E-20,3.9,1.32E-20
4,1.32E-20,4,1.32E-20
4.1,1.32E-20,4.1,1.32E-20
4.2,1.33E-20,4.2,1.33E-20
4.3,1.33E-20,4.3,1.33E-20
4.4,1.33E-20,4.4,1.33E-20
4.5,1.33E-20,4.5,1.33E-20
4.6,1.33E-20,4.6,1.33E-20
4.7,1.34E-20,4.7,1.34E-20
4.8,1.34E-20,4.8,1.34E-20
4.9,1.34E-20,4.9,1.34E-20
5,1.34E-20,5,1.34E-20
5.1,1.34E-20,5.1,1.34E-20
5.2,1.35E-20,5.2,1.35E-20
5.3,1.35E-20,5.3,1.35E-20
5.4,1.35E-20,5.4,1.35E-20
5.5,1.35E-20,5.5,1.35E-20
5.6,1.36E-20,5.6,1.36E-20
5.7,1.36E-20,5.7,1.36E-20
5.8,1.36E-20,5.8,1.36E-20
5.9,1.36E-20,5.9,1.36E-20
6,1.37E-20,6,1.37E-20
6.1,1.37E-20,6.1,1.37E-20
6.2,1.37E-20,6.2,1.37E-20
6.3,1.37E-20,6.3,1.38E-20
6.4,1.38E-20,6.4,1.38E-20
6.5,1.38E-20,6.5,1.38E-20
6.6,1.38E-20,6.6,1.38E-20
6.7,1.39E-20,6.7,1.39E-20
6.8,1.39E-20,6.8,1.39E-20
6.9,1.39E-20,6.9,1.39E-20
7,1.40E-20,7,1.40E-20
7.1,1.40E-20,7.1,1.40E-20
7.2,1.40E-20,7.2,1.40E-20
7.3,1.41E-20,7.3,1.41E-20
7.4,1.41E-20,7.4,1.41E-20
7.5,1.41E-20,7.5,1.41E-20
7.6,1.42E-20,7.6,1.42E-20
7.7,1.42E-20,7.7,1.42E-20
7.8,1.42E-20,7.8,1.42E-20
7.9,1.43E-20,7.9,1.43E-20
8,1.43E-20,8,1.43E-20
8.1,1.43E-20,8.1,1.43E-20
8.2,1.44E-20,8.2,1.44E-20
8.3,1.44E-20,8.3,1.44E-20
8.4,1.45E-20,8.4,1.45E-20
8.5,1.45E-20,8.5,1.45E-20
8.6,1.45E-20,8.6,1.45E-20
8.7,1.46E-20,8.7,1.46E-20
8.8,1.46E-20,8.8,1.46E-20
8.9,1.47E-20,8.9,1.47E-20
9,1.47E-20,9,1.47E-20
9.1,1.47E-20,9.1,1.47E-20
9.2,1.48E-20,9.2,1.48E-20
