Frequency - Filtered (PSD),Amplitude - Filtered (PSD),Frequency - Filtered (PSD),Amplitude - Filtered (PSD)
0,8.88E-25,0,9.27E-25
0.1,1.78E-24,0.1,1.85E-24
0.2,1.78E-24,0.2,1.85E-24
0.3,1.78E-24,0.3,1.85E-24
0.4,1.78E-24,0.4,1.85E-24
0.5,1.78E-24,0.5,1.85E-24
0.6,1.78E-24,0.6,1.85E-24
0.7,1.78E-24,0.7,1.85E-24
0.8,1.78E-24,0.8,1.85E-24
0.9,1.78E-24,0.9,1.85E-24
1,1.78E-24,1,1.85E-24
1.1,1.78E-24,1.1,1.86E-24
1.2,1.78E-24,1.2,1.86E-24
1.3,1.78E-24,1.3,1.86E-24
1.4,1.78E-24,1.4,1.86E-24
1.5,1.78E-24,1.5,1.86E-24
1.6,1.78E-24,1.6,1.86E-24
1.7,1.78E-24,1.7,1.86E-24
1.8,1.78E-24,1.8,1.86E-24
1.9,1.78E-24,1.9,1.86E-24
2,1.78E-24,2,1.86E-24
2.1,1.78E-24,2.1,1.86E-24
2.2,1.78E-24,2.2,1.86E-24
2.3,1.78E-24,2.3,1.86E-24
2.4,1.78E-24,2.4,1.86E-24
2.5,1.78E-24,2.5,1.86E-24
2.6,1.78E-24,2.6,1.86E-24
2.7,1.78E-24,2.7,1.86E-24
2.8,1.79E-24,2.8,1.86E-24
2.9,1.79E-24,2.9,1.86E-24
3,1.79E-24,3,1.87E-24
3.1,1.79E-24,3.1,1.87E-24
3.2,1.79E-24,3.2,1.87E-24
3.3,1.79E-24,3.3,1.87E-24
3.4,1.79E-24,3.4,1.87E-24
3.5,1.79E-24,3.5,1.87E-24
3.6,1.79E-24,3.6,1.87E-24
3.7,1.79E-24,3.7,1.87E-24
3.8,1.79E-24,3.8,1.87E-24
3.9,1.79E-24,3.9,1.87E-24
4,1.80E-24,4,1.88E-24
4.1,1.80E-24,4.1,1.88E-24
4.2,1.80E-24,4.2,1.88E-24
4.3,1.80E-24,4.3,1.88E-24
4.4,1.80E-24,4.4,1.88E-24
4.5,1.80E-24,4.5,1.88E-24
4.6,1.80E-24,4.6,1.88E-24
4.7,1.80E-24,4.7,1.88E-24
4.8,1.81E-24,4.8,1.88E-24
4.9,1.81E-24,4.9,1.89E-24
5,1.81E-24,5,1.89E-24
5.1,1.81E-24,5.1,1.89E-24
5.2,1.81E-24,5.2,1.89E-24
5.3,1.81E-24,5.3,1.89E-24
5.4,1.81E-24,5.4,1.89E-24
5.5,1.81E-24,5.5,1.89E-24
5.6,1.82E-24,5.6,1.90E-24
5.7,1.82E-24,5.7,1.90E-24
5.8,1.82E-24,5.8,1.90E-24
5.9,1.82E-24,5.9,1.90E-24
6,1.82E-24,6,1.90E-24
6.1,1.82E-24,6.1,1.90E-24
6.2,1.83E-24,6.2,1.91E-24
6.3,1.83E-24,6.3,1.91E-24
6.4,1.83E-24,6.4,1.91E-24
6.5,1.83E-24,6.5,1.91E-24
6.6,1.83E-24,6.6,1.91E-24
6.7,1.83E-24,6.7,1.91E-24
6.8,1.84E-24,6.8,1.92E-24
6.9,1.84E-24,6.9,1.92E-24
7,1.84E-24,7,1.92E-24
7.1,1.84E-24,7.1,1.92E-24
7.2,1.84E-24,7.2,1.92E-24
7.3,1.84E-24,7.3,1.93E-24
7.4,1.85E-24,7.4,1.93E-24
7.5,1.85E-24,7.5,1.93E-24
7.6,1.85E-24,7.6,1.93E-24
7.7,1.85E-24,7.7,1.93E-24
7.8,1.85E-24,7.8,1.94E-24
7.9,1.86E-24,7.9,1.94E-24
8,1.86E-24,8,1.94E-24
8.1,1.86E-24,8.1,1.94E-24
8.2,1.86E-24,8.2,1.95E-24
8.3,1.87E-24,8.3,1.95E-24
