Frequency - Filtered (PSD),Amplitude - Filtered (PSD),Frequency - Filtered (PSD),Amplitude - Filtered (PSD)
0,1.43E-21,0,1.44E-21
0.1,2.86E-21,0.1,2.87E-21
0.2,2.86E-21,0.2,2.87E-21
0.3,2.86E-21,0.3,2.87E-21
0.4,2.87E-21,0.4,2.87E-21
0.5,2.87E-21,0.5,2.87E-21
0.6,2.87E-21,0.6,2.88E-21
0.7,2.87E-21,0.7,2.88E-21
0.8,2.87E-21,0.8,2.88E-21
0.9,2.87E-21,0.9,2.88E-21
1,2.87E-21,1,2.88E-21
1.1,2.87E-21,1.1,2.88E-21
1.2,2.87E-21,1.2,2.88E-21
1.3,2.87E-21,1.3,2.88E-21
1.4,2.87E-21,1.4,2.88E-21
1.5,2.87E-21,1.5,2.88E-21
1.6,2.87E-21,1.6,2.88E-21
1.7,2.88E-21,1.7,2.88E-21
1.8,2.88E-21,1.8,2.89E-21
1.9,2.88E-21,1.9,2.89E-21
2,2.88E-21,2,2.89E-21
2.1,2.88E-21,2.1,2.89E-21
2.2,2.88E-21,2.2,2.89E-21
2.3,2.88E-21,2.3,2.89E-21
2.4,2.89E-21,2.4,2.90E-21
2.5,2.89E-21,2.5,2.90E-21
2.6,2.89E-21,2.6,2.90E-21
2.7,2.89E-21,2.7,2.90E-21
2.8,2.89E-21,2.8,2.90E-21
2.9,2.90E-21,2.9,2.91E-21
3,2.90E-21,3,2.91E-21
3.1,2.90E-21,3.1,2.91E-21
3.2,2.90E-21,3.2,2.91E-21
3.3,2.90E-21,3.3,2.91E-21
3.4,2.91E-21,3.4,2.92E-21
3.5,2.91E-21,3.5,2.92E-21
3.6,2.91E-21,3.6,2.92E-21
3.7,2.92E-21,3.7,2.92E-21
3.8,2.92E-21,3.8,2.93E-21
3.9,2.92E-21,3.9,2.93E-21
4,2.92E-21,4,2.93E-21
4.1,2.93E-21,4.1,2.94E-21
4.2,2.93E-21,4.2,2.94E-21
4.3,2.93E-21,4.3,2.94E-21
4.4,2.94E-21,4.4,2.95E-21
4.5,2.94E-21,4.5,2.95E-21
4.6,2.94E-21,4.6,2.95E-21
4.7,2.95E-21,4.7,2.96E-21
4.8,2.95E-21,4.8,2.96E-21
4.9,2.95E-21,4.9,2.96E-21
5,2.96E-21,5,2.97E-21
5.1,2.96E-21,5.1,2.97E-21
5.2,2.97E-21,5.2,2.98E-21
5.3,2.97E-21,5.3,2.98E-21
5.4,2.97E-21,5.4,2.98E-21
5.5,2.98E-21,5.5,2.99E-21
5.6,2.98E-21,5.6,2.99E-21
5.7,2.99E-21,5.7,3.00E-21
5.8,2.99E-21,5.8,3.00E-21
5.9,3.00E-21,5.9,3.01E-21
6,3.00E-21,6,3.01E-21
6.1,3.00E-21,6.1,3.01E-21
6.2,3.01E-21,6.2,3.02E-21
6.3,3.01E-21,6.3,3.02E-21
6.4,3.02E-21,6.4,3.03E-21
6.5,3.02E-21,6.5,3.03E-21
6.6,3.03E-21,6.6,3.04E-21
6.7,3.03E-21,6.7,3.04E-21
6.8,3.04E-21,6.8,3.05E-21
6.9,3.04E-21,6.9,3.05E-21
7,3.05E-21,7,3.06E-21
7.1,3.06E-21,7.1,3.07E-21
7.2,3.06E-21,7.2,3.07E-21
7.3,3.07E-21,7.3,3.08E-21
7.4,3.07E-21,7.4,3.08E-21
7.5,3.08E-21,7.5,3.09E-21
7.6,3.08E-21,7.6,3.09E-21
7.7,3.09E-21,7.7,3.10E-21
7.8,3.10E-21,7.8,3.11E-21
7.9,3.10E-21,7.9,3.11E-21
8,3.11E-21,8,3.12E-21
8.1,3.12E-21,8.1,3.13E-21
8.2,3.12E-21,8.2,3.13E-21
8.3,3.13E-21,8.3,3.14E-21
8.4,3.14E-21,8.4,3.15E-21
8.5,3.14E-21,8.5,3.15E-21
8.6,3.15E-21,8.6,3.16E-21
8.7,3.16E-21,8.7,3.17E-21
