Frequency - Filtered (PSD),Amplitude - Filtered (PSD),Frequency - Filtered (PSD),Amplitude - Filtered (PSD)
0,5.17E-22,0,5.16E-22
0.1,1.03E-21,0.1,1.03E-21
0.2,1.03E-21,0.2,1.03E-21
0.3,1.03E-21,0.3,1.03E-21
0.4,1.03E-21,0.4,1.03E-21
0.5,1.04E-21,0.5,1.03E-21
0.6,1.04E-21,0.6,1.03E-21
0.7,1.04E-21,0.7,1.03E-21
0.8,1.04E-21,0.8,1.03E-21
0.9,1.04E-21,0.9,1.03E-21
1,1.04E-21,1,1.04E-21
1.1,1.04E-21,1.1,1.04E-21
1.2,1.04E-21,1.2,1.04E-21
1.3,1.04E-21,1.3,1.04E-21
1.4,1.04E-21,1.4,1.04E-21
1.5,1.04E-21,1.5,1.04E-21
1.6,1.05E-21,1.6,1.04E-21
1.7,1.05E-21,1.7,1.04E-21
1.8,1.05E-21,1.8,1.05E-21
1.9,1.05E-21,1.9,1.05E-21
2,1.05E-21,2,1.05E-21
2.1,1.05E-21,2.1,1.05E-21
2.2,1.05E-21,2.2,1.05E-21
2.3,1.06E-21,2.3,1.05E-21
2.4,1.06E-21,2.4,1.06E-21
2.5,1.06E-21,2.5,1.06E-21
2.6,1.06E-21,2.6,1.06E-21
2.7,1.07E-21,2.7,1.06E-21
2.8,1.07E-21,2.8,1.07E-21
2.9,1.07E-21,2.9,1.07E-21
3,1.07E-21,3,1.07E-21
3.1,1.08E-21,3.1,1.07E-21
3.2,1.08E-21,3.2,1.08E-21
3.3,1.08E-21,3.3,1.08E-21
3.4,1.08E-21,3.4,1.08E-21
3.5,1.09E-21,3.5,1.08E-21
3.6,1.09E-21,3.6,1.09E-21
3.7,1.09E-21,3.7,1.09E-21
3.8,1.10E-21,3.8,1.09E-21
3.9,1.10E-21,3.9,1.10E-21
4,1.10E-21,4,1.10E-21
4.1,1.11E-21,4.1,1.10E-21
4.2,1.11E-21,4.2,1.11E-21
4.3,1.11E-21,4.3,1.11E-21
4.4,1.12E-21,4.4,1.12E-21
4.5,1.12E-21,4.5,1.12E-21
4.6,1.13E-21,4.6,1.12E-21
4.7,1.13E-21,4.7,1.13E-21
4.8,1.13E-21,4.8,1.13E-21
4.9,1.14E-21,4.9,1.14E-21
5,1.14E-21,5,1.14E-21
5.1,1.15E-21,5.1,1.15E-21
5.2,1.15E-21,5.2,1.15E-21
5.3,1.16E-21,5.3,1.15E-21
