Frequency - Filtered (PSD),Amplitude - Filtered (PSD),Frequency - Filtered (PSD),Amplitude - Filtered (PSD)
53.7,3.40E-12,53.7,3.40E-12
53.8,1.03E-12,53.8,1.03E-12
53.9,2.84E-12,53.9,2.84E-12
54,1.03E-11,54,1.03E-11
54.1,9.41E-12,54.1,9.41E-12
54.2,1.31E-12,54.2,1.31E-12
54.3,1.91E-12,54.3,1.91E-12
54.4,7.63E-12,54.4,7.63E-12
54.5,2.26E-11,54.5,2.26E-11
54.6,1.51E-11,54.6,1.51E-11
54.7,8.86E-12,54.7,8.86E-12
54.8,3.69E-12,54.8,3.69E-12
54.9,3.98E-11,54.9,3.98E-11
55,2.21E-11,55,2.21E-11
55.1,4.39E-12,55.1,4.39E-12
55.2,1.40E-11,55.2,1.40E-11
55.3,2.94E-11,55.3,2.94E-11
55.4,4.44E-11,55.4,4.44E-11
55.5,2.02E-11,55.5,2.02E-11
55.6,3.30E-11,55.6,3.31E-11
55.7,1.37E-11,55.7,1.37E-11
55.8,5.97E-12,55.8,5.97E-12
55.9,1.72E-13,55.9,1.72E-13
56,5.16E-12,56,5.17E-12
56.1,6.69E-11,56.1,6.69E-11
56.2,8.82E-11,56.2,8.82E-11
56.3,7.28E-12,56.3,7.27E-12
56.4,2.28E-10,56.4,2.28E-10
56.5,9.89E-11,56.5,9.90E-11
56.6,1.46E-11,56.6,1.46E-11
56.7,8.29E-11,56.7,8.29E-11
56.8,1.98E-10,56.8,1.98E-10
56.9,1.64E-10,56.9,1.64E-10
57,2.39E-10,57,2.39E-10
57.1,8.38E-10,57.1,8.38E-10
57.2,3.14E-10,57.2,3.14E-10
57.3,6.24E-10,57.3,6.24E-10
57.4,9.09E-10,57.4,9.09E-10
57.5,9.36E-11,57.5,9.36E-11
57.6,3.96E-10,57.6,3.96E-10
57.7,6.27E-10,57.7,6.27E-10
57.8,5.13E-10,57.8,5.13E-10
57.9,2.44E-10,57.9,2.45E-10
58,1.37E-10,58,1.37E-10
58.1,8.10E-10,58.1,8.09E-10
58.2,2.15E-10,58.2,2.15E-10
58.3,3.68E-10,58.3,3.68E-10
58.4,2.53E-11,58.4,2.53E-11
58.5,4.09E-10,58.5,4.09E-10
58.6,2.68E-11,58.6,2.69E-11
58.7,1.93E-10,58.7,1.93E-10
58.8,2.14E-10,58.8,2.14E-10
58.9,1.67E-09,58.9,1.67E-09
59,6.54E-10,59,6.54E-10
59.1,9.29E-10,59.1,9.29E-10
59.2,3.34E-10,59.2,3.34E-10
59.3,3.81E-11,59.3,3.80E-11
59.4,7.68E-10,59.4,7.68E-10
59.5,1.36E-09,59.5,1.36E-09
59.6,2.07E-09,59.6,2.07E-09
59.7,8.69E-10,59.7,8.69E-10
59.8,4.65E-10,59.8,4.65E-10
59.9,1.93E-11,59.9,1.93E-11
60,2.54E-10,60,2.54E-10
60.1,1.66E-09,60.1,1.66E-09
60.2,2.16E-10,60.2,2.16E-10
60.3,3.44E-09,60.3,3.44E-09
60.4,1.04E-09,60.4,1.04E-09
60.5,8.92E-10,60.5,8.91E-10
