Frequency - Filtered (PSD),Amplitude - Filtered (PSD),Frequency - Filtered (PSD),Amplitude - Filtered (PSD)
0,7.03E-22,0,7.08E-22
0.1,1.41E-21,0.1,1.42E-21
0.2,1.41E-21,0.2,1.42E-21
0.3,1.41E-21,0.3,1.42E-21
0.4,1.41E-21,0.4,1.42E-21
0.5,1.41E-21,0.5,1.42E-21
0.6,1.41E-21,0.6,1.42E-21
0.7,1.41E-21,0.7,1.42E-21
0.8,1.42E-21,0.8,1.43E-21
0.9,1.42E-21,0.9,1.43E-21
1,1.42E-21,1,1.43E-21
1.1,1.43E-21,1.1,1.44E-21
1.2,1.43E-21,1.2,1.44E-21
1.3,1.43E-21,1.3,1.44E-21
1.4,1.44E-21,1.4,1.45E-21
1.5,1.44E-21,1.5,1.45E-21
1.6,1.45E-21,1.6,1.46E-21
1.7,1.46E-21,1.7,1.46E-21
1.8,1.46E-21,1.8,1.47E-21
1.9,1.47E-21,1.9,1.48E-21
2,1.47E-21,2,1.48E-21
2.1,1.48E-21,2.1,1.49E-21
2.2,1.49E-21,2.2,1.50E-21
2.3,1.50E-21,2.3,1.51E-21
2.4,1.50E-21,2.4,1.51E-21
2.5,1.51E-21,2.5,1.52E-21
2.6,1.52E-21,2.6,1.53E-21
2.7,1.53E-21,2.7,1.54E-21
2.8,1.54E-21,2.8,1.55E-21
2.9,1.55E-21,2.9,1.56E-21
3,1.56E-21,3,1.57E-21
3.1,1.57E-21,3.1,1.58E-21
3.2,1.58E-21,3.2,1.59E-21
3.3,1.59E-21,3.3,1.60E-21
3.4,1.60E-21,3.4,1.61E-21
3.5,1.62E-21,3.5,1.63E-21
3.6,1.63E-21,3.6,1.64E-21
3.7,1.64E-21,3.7,1.65E-21
3.8,1.65E-21,3.8,1.66E-21
3.9,1.67E-21,3.9,1.68E-21
4,1.68E-21,4,1.69E-21
4.1,1.69E-21,4.1,1.70E-21
4.2,1.71E-21,4.2,1.72E-21
4.3,1.72E-21,4.3,1.73E-21
4.4,1.74E-21,4.4,1.75E-21
4.5,1.75E-21,4.5,1.76E-21
4.6,1.77E-21,4.6,1.78E-21
4.7,1.79E-21,4.7,1.80E-21
4.8,1.80E-21,4.8,1.81E-21
4.9,1.82E-21,4.9,1.83E-21
5,1.84E-21,5,1.85E-21
5.1,1.86E-21,5.1,1.87E-21
5.2,1.87E-21,5.2,1.88E-21
5.3,1.89E-21,5.3,1.90E-21
5.4,1.91E-21,5.4,1.92E-21
5.5,1.93E-21,5.5,1.94E-21
5.6,1.95E-21,5.6,1.96E-21
5.7,1.97E-21,5.7,1.98E-21
5.8,1.99E-21,5.8,2.00E-21
5.9,2.01E-21,5.9,2.02E-21
6,2.03E-21,6,2.04E-21
6.1,2.06E-21,6.1,2.07E-21
6.2,2.08E-21,6.2,2.09E-21
6.3,2.10E-21,6.3,2.11E-21
6.4,2.12E-21,6.4,2.13E-21
6.5,2.15E-21,6.5,2.16E-21
6.6,2.17E-21,6.6,2.18E-21
6.7,2.19E-21,6.7,2.20E-21
6.8,2.22E-21,6.8,2.23E-21
6.9,2.24E-21,6.9,2.25E-21
7,2.27E-21,7,2.28E-21
7.1,2.29E-21,7.1,2.31E-21
7.2,2.32E-21,7.2,2.33E-21
7.3,2.35E-21,7.3,2.36E-21
7.4,2.38E-21,7.4,2.39E-21
7.5,2.40E-21,7.5,2.41E-21
7.6,2.43E-21,7.6,2.44E-21
7.7,2.46E-21,7.7,2.47E-21
7.8,2.49E-21,7.8,2.50E-21
